Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
M Air Stampede (VS2 Ver.),30,3,21,D,-5,120,150,(DURING V-SKILL II) (During Flash Chop/Slash Elbow) ↑ + MK,None
H Air Stampede (VS2 Ver.),33,3,22,D,-5,120,150,(DURING V-SKILL II) (During Flash Chop/Slash Elbow) ↑ + HK,None
EX Air Stampede (VS2 Ver.),29,3,18,D,2,140,150,(DURING V-SKILL II) (During Flash Chop/Slash Elbow) ↑ + K K,"1F - 30F  projectile invincibility
                                                Movement distance can be controlled with left/right directional input"
L Head Crush,36,2,30,3,,160,250,↑ + LP,Forward movement distance can be controlled with directional input
M Head Crush,40,2,30,3,,160,250,↑ + MP,Forward movement distance can be controlled with directional input
H Head Crush,44,2,30,3,,160,250,↑ + HP,Forward movement distance can be controlled with directional input
EX Head Crush,30,2,50,3,,180,300,↑ + P P,"1F - 4F  throw invincibility
                                                Forward movement distance can be controlled with directional input"
L Power Bomb,9,2,60,D,,170,200,→↘↓↙← + LP,None
M Power Bomb,6,2,60,D,,180,230,→↘↓↙← + MP,None
H Power Bomb,6,2,60,D,,190,250,→↘↓↙← + HP,None
EX Power Bomb,5,3,59,D,,230,250,→↘↓↙← + P P,None
Power Drop,5,2,52,D,,120,200,(When H Flash Chop hits or is blocked) →↘↓↙← + P,None
EX Power Drop,5,2,52,D,,180,250,(When H Flash Chop hits or is blocked) →↘↓↙← + P P,None
VSledge Hammer (Parry),2,12,23,,,,,HP HK,"Uses 100F V-Gauge Timer
                                                                                                                                                                                Regain 200F V-Gauge timer upon a successful counter
Upon successful parry, 18F of unique hit stop
During hit stop and while active, can be canceled into Sledge Hammer again"
VSledge Hammer (Attack),20,2,29,5(*-1),-12,80,150(*100),HP HK,"Uses 400F V-Gauge Timer
                                                                                                                                                                                *Value when side-switching doesn’t happen"
VSledge Hammer (Charge Attack),68,2,25,11(*D),GB+4,130,200(*150),HP HK (HOLD BUTTONS),"Uses 400F V-Gauge Timer
                                                                                                                                                                                V-Gauge Timer is used during attack startup
*Value when side-switching doesn’t happen"
VPower Drop (Sledge Hammer Version),5,2,52,D,,140,250,(ONLY TRIGGERS WITH SLEDGE HAMMER) →↘↓↙← + P,None
VEX Power Drop (Sledge Hammer Version),5,2,52,D,,200,300,(ONLY TRIGGERS WITH SLEDGE HAMMER) →↘↓↙← + P P,None
Heavy Hammer,1+4,2,,D,,340,0,↓↘→ ↓↘→ + P,1F - 6F  full invincibility
Heavy Hammer (1st Hit Blocked or Miss),,5,46,D,-25,230,0,↓↘→ ↓↘→ + P,None
