Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
VBursting Buffalo (1),14,5,21,D,-2,40,50,(DURING V-TRIGGER WITH SPECIAL MOVE) → + K,"Uses 500F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled V-Skill I"
VBursting Buffalo (2),14,5,21,D,-2,50,50,(DURING CHARGING BUFFALO OR BURSTING BUFFALO) → + K,"Uses 300F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled V-Skill I"
VBursting Buffalo (3),14,5,21,D,-2,60,50,(DURING CHARGING BUFFALO OR BURSTING BUFFALO) → + K,"Uses 300F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled V-Skill I"
VBursting Buffalo (4),17,5,38,D,-21,100,50,(DURING CHARGING BUFFALO OR BURSTING BUFFALO) → + K,Uses 300F V-Gauge Timer
VEX Bursting Buffalo,12,5,19,D,-2,80,70,(DURING V-TRIGGER WITH SPECIAL EX MOVE) → + K,"Uses 450F V-Gauge Timer
                                                                                                                                                                                VS*Only for the first iteration
VS*Can only be canceled V-Skill I"
Turn Punch (Lv1),30,2,22,2,-2,100,150,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv2),30,2,22,2,-2,120,150,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv3),30,2,22,2,-2,140,150,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv4),30,2,22,D,-2,160,200,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                3F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv5),30,2,22,D,-2,180,200,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                3F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv6),30,2,22,D,-2,200,200,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"3F - 18F  projectile invincibility
                                3F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv7),30,2,22,D,-2,220,300,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"1F - 18F  projectile & throw invincibility
                                1F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv8),30,2,22,D,-2,260,300,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"1F - 18F  projectile & throw invincibility
                                1F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (Lv9),30,2,22,D,-2,290,300,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"1F - 18F  projectile & throw invincibility
                                1F - 18F  upper body invincibility
                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Turn Punch (FINAL),30,2,22,D,7,370,400,P OR K (HOLD ANY TWO BUTTONS AND RELEASE),"1F - 18F  full invincibility
                                                VS*Only possible before the attack
VS*Can only be canceled V-Skill I"
Gigaton Blow,1+7,10,60,D,-45,330(*340),0,↓↘→ ↓↘→ + P,"14F - 17F  projectile invincibility
11F - 13F  projectile & throw invincibility
1F - 10F  full invincibility
                                                *For active frame 1F"
