Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
Payback,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
L Tornado Sweep,18,50,49 total frames,2,-7,50,100,(WHILE EMPTY-HANDED) ↓↘→ + LP,"Not available when holding a weapon during VT
S*Can be whiff canceled into Reload"
M Tornado Sweep,18,70,49 total frames,2,-7,50,100,(WHILE EMPTY-HANDED) ↓↘→ + MP,"Not available when holding a weapon during VT
S*Can be whiff canceled into Reload"
H Tornado Sweep,18,55,49 total frames,2,-7,50,100,(WHILE EMPTY-HANDED) ↓↘→ + HP,"Not available when holding a weapon during VT
S*Can be whiff canceled into Reload"
EXTornado Sweep,18,,45 total frames,4,2,80,120,(WHILE EMPTY-HANDED) ↓↘→ + P P,"Not available when holding a weapon during VT
S*Can be whiff canceled into Reload"
L Ruffian Kick,18,5,23,D,-8,100,150,↓↘→ + LK,None
M Ruffian Kick,12,5,27,D,-8,120,150,↓↘→ + MK,None
H Ruffian Kick,10,7,23,D,-10,130,150,↓↘→ + HK,"Will not hit crouching opponents
                                                                                                Invincible to mid-air attacks at the head until 8F"
EX Ruffian Kick,16,5,25,D,-12,80,150,↓↘→ + K K,"Will not hit airborne opponents
                                                                Second hit is automatic after the first hit"
Zonk Knuckle,20,3,21(*22),3,-2,80,150,P (HOLD AND RELEASE),*On whiff
Zonk Knuckle Lv.2,20,3,20,5,-2,80,150,P (HOLD AND RELEASE),None
EX Zonk Knuckle,15,5,18(*23),D,3,130,200,P P (HOLD AND RELEASE),"*On whiff
V*Only possible during 1st attack"
EX Zonk Knuckle Lv.2,15,5,18(*23),D,5,130,200,P P (HOLD AND RELEASE),"*On whiff
V*Only possible during 1st attack"
Snipe Shot,14,,37 total frames,D,3,60,100,(DURING V-TRIGGER I) (WHILE HOLDING KNIFE) HP HK,"Can be hit out of the air with a physical attack
S*Can be whiff canceled into Reload"
Anti-Air Snipe Shot,14,,35 total frames,D,0,60,100,(DURING V-TRIGGER I) (WHILE HOLDING KNIFE) ↓ + HP HK,"Can be hit out of the air with a physical attack
S*Can be whiff canceled into Reload"
Reload,,,29 total frames,,,,,(DURING V-TRIGGER I) (BEFORE GETTING KNIFE) HP HK,Uses 300F V-Gauge Timer
Rapid Fire,13,2,20,D,3,140,180,(DURING V-TRIGGER I) (WHILE HOLDING KNIFE) ↓↙← + P,"Uses 600F V-Gauge Timer
                                                                                                                                                                                Cannot be performed when the V-Timer is at 0
Final attack changes if V Timer is 0 at finish"
Criminal Punisher,7,27,59,D,-35,330,0,↓↘→ ↓↘→ + P,"1F - 11F  full invincibility
                                                Actual damage until attack active frame 13F"
