Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
Dragon Suplex,5,3,17,D,,130,150,(NEAR OPPONENT) → OR + LP LK,None
Judo Throw,5,3,17,D,,120,170,(NEAR OPPONENT) ← + LP LK,None
Flying Mare,5,2,6 frame(s) after landing,D,,130,170,(CLOSE TO OPPONENT IN AIR) → OR + LP LK,None
Flying Buster Chop,5,2,6 frame(s) after landing,D,,140,200,(CLOSE TO OPPONENT IN AIR) ← + LP LK,None
[VS1] Sonic Blade,18,42,53 total frames,-9,-14,40,50,(WHEN SELECTING VSKILL I) MP MK,None
[VS2] Dive Sonic,25 (*22),,59 total frames (*54),4,-7,40,50,(WHEN SELECTING VSKILL II) MP MK,"*Airborne for 7F
*Values when activated from Bullet Revolver, Swing Out, Thrust Combination"
Solid Puncher,1,,8,,,,,HP HK,"V-Gauge Timer + 2000F
                                                                                                                                                                                While active, Guile gains the Sonic Break special move, and his CA Sonic Hurricane is upgraded to Sonic Tempest"
Reverse Back Knuckle,17,2,23,D,-2,60,0,(DURING GUARD) → + LP,"1F - 30F  attack & projectile invincibility
                                                Recover 200 stun upon activation"
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
Ambush Kick,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
Sonic Boom,10,,40 total frames,7,0,60,50,→ + P,None
VSonic Boom,10,,40 total frames,7,2,60,50,→ + P,None
VSonic Break (1st Projectile),10,,36 total frames,5,1,40,40,(DURING V-TRIGGER) HK HP,Uses 350F V-Gauge Timer
VSonic Break (additional projectiles),10,,36 total frames,5,1,50,40,(DURING A SONIC BOOM OR SONIC BREAK) P,Uses 350F V-Gauge Timer
EX Sonic Boom,10,,36 total frames,D,4,100,100,→ + P P,None
VEX Sonic Boom,10,,36 total frames,D,4,100,100,→ + P P,None
VEX Sonic Break,10,,36 total frames,D,11,70,100,(DURING A EX SONIC BOOM OR EX SONIC BREAK) P,Uses 450F V-Gauge Timer
Sonic Cross,10(*46),,33 total frames,D,,80,100,(DURING V-SKILL) → + P,*Frames calculated from the fastest startup from Sonic Blade
EX Sonic Cross,10(*46),,31 total frames,D,,140,150,(DURING V-SKILL) → + P P,*Frames calculated from the fastest startup from Sonic Blade
L Somersault Kick,4,12,23+13 frame(s) after landing,D,-28,130(*100),200,↑ + LK,"1F - 7F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 2F"
M Somersault Kick,5,12,23+13 frame(s) after landing,D,-28,130(*100),200,↑ + MK,"1F - 8F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 2F"
H Somersault Kick,6,12,25+13 frame(s) after landing,D,-30,130(*100),200,↑ + HK,"3F - 9F  projectile invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
EX Somersault Kick,4,12,27+17 frame(s) after landing,D,-36,150(*120),200,↑ + K K,"1F - 9F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
*From active frame 2F"
Sonic Hurricane,1+5,50,104 total frames,D,-41,320,0,→ ← → + P,"6F - 56F  projectile invincibility
1F - 5F  full invincibility"
VSonic Tempest,1+5,50,104 total frames,D,5,350,0,→ ← → + P,"Uses 2000F V-Gauge Timer
                                                                                                                                6F - 56F  projectile invincibility
1F - 5F  full invincibility"
