Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
L Metallic Sphere (Hold Button),53,,81 total frames,7,4,90,120,↓↘→ + LP (HOLD BUTTONS),None
M Metallic Sphere (Hold Button),53,,83 total frames,5,2,90,120,↓↘→ + MP (HOLD BUTTONS),None
H Metallic Sphere (Hold Button),42,,72 total frames,D,,100,120,↓↘→ + HP (HOLD BUTTONS),Will not hit grounded opponents
EX L Metallic Sphere,12,,44 total frames,3,2,90,120,↓↘→ + LP MP,None
EX M Metallic Sphere,12,,44 total frames,3,2,90,120,↓↘→ + LP HP,None
EX H Metallic Sphere,13,,45 total frames,D,,100,120,↓↘→ + MP HP,Will not hit grounded opponents
EX L Metallic Sphere (Hold Button),41,,68 total frames,17,13,120,150,↓↘→ + LP MP (HOLD BUTTONS),None
EX M Metallic Sphere (Hold Button),41,,68 total frames,17,13,120,150,↓↘→ + LP HP (HOLD BUTTONS),None
EX H Metallic Sphere (Hold Button),32,,59 total frames,D,,130,150,↓↘→ + MP HP (HOLD BUTTONS),Will not hit grounded opponents
L Metallic Sphere (VS2 Ver.),14,,50 total frames,3,-2,90,120,(DURING V-SKILL II) ↓↘→ + LP,None
M Metallic Sphere (VS2 Ver.),14,,50 total frames,3,-2,90,120,(DURING V-SKILL II) ↓↘→ + MP,None
H Metallic Sphere (VS2 Ver.),13,,49 total frames,D,,90,120,(DURING V-SKILL II) ↓↘→ + HP,Will not hit grounded opponents
EX Metallic Sphere L (VS2 Ver.),12,,44 total frames,D,12,120,150,(DURING V-SKILL II) ↓↘→ + LP MP,None
EX Metallic Sphere M (VS2 Ver.),12,,44 total frames,D,12,120,150,(DURING V-SKILL II) ↓↘→ + LP HP,None
EX Metallic Sphere H (VS2 Ver.),13,,45 total frames,D,,130,150,(DURING V-SKILL II) ↓↘→ + MP HP,Will not hit grounded opponents
V2nd Aegis Reflector (Forward),14,250,30 total frames,6,1,60,0,← + HP HK,Uses all of the V-Gauge Timer
V2nd Aegis Reflector (Back),24,230,30 total frames,16,11,60,0,→ OR + HP HK,Uses all of the V-Gauge Timer
V2nd Aegis Reflector (Up),16,250,32 total frames,6,1,60,0,↓ + HP HK,"Uses all of the V-Gauge Timer
                                                                                Will not hit crouching opponents"
Dominant Crush,1+5,19,60,D,-47,340,0,↓↘→ ↓↘→ + P,1F - 24F  full invincibility
