Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
L Bushin Gram - Ban (base hit),5,2,18+22 frame(s) after landing,D,-23,100,200,→↓↘ + LK,"1F - 5F  throw invincibility
                                                The ranged part of the attack will not be activated if the base hits
Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
M Bushin Gram - Ban (base hit),7,2,21+23 frame(s) after landing,D,-29,110,200,→↓↘ + MK,"3F - 12F  projectile invincibility
                                                The ranged part of the attack will not be activated if the base hits
Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
H Bushin Gram - Ban (base hit),7,2,31+20 frame(s) after landing,D,-33,120,200,→↓↘ + HK,"1F - 8F  invincible to mid-air attacks
                                The ranged part of the attack will not be activated if the base hits
Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
EX Bushin Gram - Ban (base hit),5,1,32+31 frame(s) after landing,D,-33,150,200,→↓↘ + K K,"1F - 7F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
S*Can be canceled into Shukumyo on hit only"
L Bushin Gram - Ban,7,10,46 total frames,D,,100,150,→↓↘ + LK,"1F - 5F  throw invincibility
                                                Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
M Bushin Gram - Ban,9,13,51 total frames,D,,110,150,→↓↘ + MK,"3F - 12F  projectile invincibility
                                                Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
H Bushin Gram - Ban,9,14,59 total frames,D,,120,150,→↓↘ + HK,"1F - 8F  invincible to mid-air attacks
                                Subject to counter hit during move duration
S*Can be canceled into Shukumyo on hit only"
EX Bushin Gram - Ban,7,14,68 total frames,D,,120,100,→↓↘ + K K,"1F - 7F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
S*Can be canceled into Shukumyo on hit only"
L Bushin Gram - Teki (base hit),15,2,35,D,-14,70,150,↓↙← + LK,"Will not hit crouching opponents
                                                                                                The ranged part of the attack will not be activated if the base hits
Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
M Bushin Gram - Teki (base hit),23,2,37,D,-14,80,150,↓↙← + MK,"Will not hit crouching opponents
                                                                                                The ranged part of the attack will not be activated if the base hits
Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
H Bushin Gram - Teki (base hit),30,2,35,D,-14,120,200,↓↙← + HK,"Will not hit crouching opponents
                                                                                                The ranged part of the attack will not be activated if the base hits
Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
EX Bushin Gram - Teki (base hit),18,2,35,D,-2,110,150,↓↙← + K K,"Will not hit crouching opponents
                                                                                                Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo on hit only"
L Bushin Gram - Teki,17,12,51 total frames,D,-2,70,100,↓↙← + LK,"Will not hit crouching opponents
                                                                                                Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
M Bushin Gram - Teki,25,12,61 total frames,D,-4,70,100,↓↙← + MK,"Will not hit crouching opponents
                                                                                                Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
H Bushin Gram - Teki,32,12,66 total frames,D,-2,100,100,↓↙← + HK,"Will not hit crouching opponents
                                                                                                Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo, EX Bushin Gran - Teki on hit
VS*on hit"
EX Bushin Gram - Teki,20,18,54 total frames,D,5,90,100,↓↙← + K K,"Can perform Bushin Gram - Koku and Bushin Gran - Ban from this move
S*Can be canceled into Shukumyo on hit only"
L Bushin Jakura,,,49+8 frame(s) after landing,,,0,0,↓↘→ + LP,Distance and general movement change depending on the strength used
M Bushin Jakura,,,47+8 frame(s) after landing,,,0,0,↓↘→ + MP,Distance and general movement change depending on the strength used
H Bushin Jakura,,,47+8 frame(s) after landing,,,0,0,↓↘→ + HP,Distance and general movement change depending on the strength used
EX Bushin Jakura,,,46+4 frame(s) after landing,,,0,0,↓↘→ + P P,"Can control the travel distance with directional inputs
Projectile invincible from startup until landing"
Bushin Gekirinchu,9,Until landing,15 frame(s) after landing,,,60,100,(DURING Bushin Jakura) P,Only hits as a cross-up
Bushin Kirinkyaku,6,5,15 frame(s) after landing,,,60,100,(DURING Bushin Jakura) K,None
Bushin Tengen,5,2,17 frame(s) after landing,D,,170,200,(DURING Bushin Jakura) LP LK,Cannot throw airborne or crouching opponents
EX Bushin Gekirinchu,9,Until landing,9 frame(s) after landing,,,80,150,(DURING EX Bushin Jakura) P,Only hits as a cross-up
EX Bushin Kirinkyaku,6,5,9 frame(s) after landing,,,80,150,(DURING EX Bushin Jakura) K,None
EX Bushin Tengen,5,2,17 frame(s) after landing,D,,220,250,(DURING EX Bushin Jakura) LP LK,Cannot throw airborne or crouching opponents
Shukumyo,,,25 total frames,,,0,0,↓ ↓ + P P,Changes into Young Zeku
VIdaten,,,25 total frames,,,0,0,(DURING V-TRIGGER) HP HK,"Uses all of the V-Gauge Timer
                                                                                                                                16F - 17F  projectile & throw invincibility
3F - 15F  full invincibility
                                                Can be canceled from V-Trigger cancellable moves
While active, Zeku can perform chain combos using unique moves, in the order of LP -> LK -> MP -> MK -> HP -> HK (standing or crouching)
Bushin Bakujasho can be performed during Idaten, or during the chain combo"
Bushin Bakujasho,14,6,18,D,-2,160,200,"(DURING IDATEN, OR DURING AN IDATEN ATTACK) HP HK",None
Batsuzan Gaisei,1+3,8,47,D,-33,340,0,↓↘→ ↓↘→ + K,1F - 11F  full invincibility
