Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
M Bull Head,18,3,30,D,-10,110,150,↓↘→ + MP,None
H Bull Head,27,3,24,D,-5,140,150,↓↘→ + HP,None
VL Bull Head,10,6,29,D,-9,120,150,↓↘→ + LP,"Uses 750F V-Gauge Timer
                                                                                                                                                                                Armor from 3F to 6F
CA*Only possible for the final part"
VM Bull Head,15,8,29,D,-9,132,150,↓↘→ + MP,"Uses 750F V-Gauge Timer
                                                                                                                                                                                Armor from 3F to 10F
CA*Only possible for the final part"
VH Bull Head,22,10,23,D,-9,168,150,↓↘→ + HP,"Uses 750F V-Gauge Timer
                                                                                                                                                                                Armor from 3F to 12F
CA*Only possible for the final part"
EX Bull Head,14,8,23,D,-5,150,200,↓↘→ + P P,VS*2nd attack can be canceled with Chewing Time
VEX Bull Head,8,17,23,D,-9,180,200,↓↘→ + P P,"Uses 750F V-Gauge Timer
                                                                                                                                                                                Armor from 1F to 17F
VS*Last attack can be canceled with Chewing Time"
Bull Horn,15,6,14+15 frame(s) after landing,D,-18,120,200,P OR K (HOLD AND RELEASE),6F - 20F  projectile invincibility
VBull Horn,15,12,16+15 frame(s) after landing,D,-18,144,200,P OR K (HOLD AND RELEASE),"Uses 750F V-Gauge Timer
                                                                                                                                3F - 21F  projectile invincibility
                                                Armor from 1F to 11F"
EX Bull Horn,15,13,32,D,-21,150,250,P P OR K K (HOLD AND RELEASE),"Armor from 1F to 20F
V*Only possible during 2nd attack
VS*2nd attack can be canceled with Chewing Time"
VEX Bull Horn,15,10,31,D,-17,180,250,P P OR K K (HOLD AND RELEASE),"Uses 750F V-Gauge Timer
                                                                                                                                                                                Armor from 1F to 39F
VS*Last attack can be canceled with Chewing Time"
L Hanging Chain,25,16,24,D,-23,120,200,↓↘→ + LK,Will not hit airborne opponents
M Hanging Chain,20(*19),16,24,D,-23,150,200,↓↘→ + MK,"Will not hit airborne opponents
                                                                *When canceled into from S.MP or C.MP
VS*Can be canceled with V-Skill II after successful hit"
H Hanging Chain,25,10,31,D,,160,200,↓↘→ + HK,Will not hit grounded opponents
EX Hanging Chain,15,17,21,D,-21,170,220,↓↘→ + K K,None
L Bull Revenger,35,2,28,D,,170,230,→↘↓↙← + LK,None
M Bull Revenger,40,2,28,D,,180,230,→↘↓↙← + MK,None
H Bull Revenger,43,2,28,D,,190,230,→↘↓↙← + HK,None
EX Bull Revenger,23,11,47,D,,180,230,→↘↓↙← + K K,"5F - 35F  throw invincibility
                                                Forward movement distance can be controlled with directional input"
L Killing Head,5,2,60,D,,180,200,→↘↓↙← + LP,None
M Killing Head,5,2,60,D,,190,200,→↘↓↙← + MP,None
H Killing Head,5,2,60,D,,200,200,→↘↓↙← + HP,None
EX Killing Head,5,2,60,D,,220,250,→↘↓↙← + P P,None
Skip To My Chain,1+5,5,60,D,-30,340,0,↓↘→ ↓↘→ + P,1F - 10F  full invincibility
