Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
Counter Spike,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
L Spiral Arrow,7,11,25,D,-12,70,120,↓↘→ + LK,"9F - 23F  throw invincibility
                                                CA*Only possible during startup hit"
M Spiral Arrow,7,13,24,D,-15,80,120,↓↘→ + MK,"9F - 25F  throw invincibility
                                                CA*Only possible during startup hit"
H Spiral Arrow,7,14,26,D,-12,100,120,↓↘→ + HK,"9F - 27F  throw invincibility
                                                CA*Only possible during 1st attack"
VSpiral Arrow,7,12,23,D,-13,120,150,↓↘→ + K,"Uses 1500F V-Gauge Timer
                                                                                                                                16F - 22F  throw invincibility
5F - 15F  projectile & throw invincibility"
EX Spiral Arrow,7,12,23,D,-11,140,200,↓↘→ + K K,"16F - 25F  throw invincibility
4F - 6F  projectile invincibility
7F - 15F  projectile & throw invincibility"
L Cannon Spike,4,11,23+14 frame(s) after landing,D,-37,120(*80),150,→↓↘ + LK,"1F - 6F  throw invincibility
                1F - 6F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 3F"
M Cannon Spike,5,11,25+14 frame(s) after landing,D,-37,120(*80),150,→↓↘ + MK,"1F - 6F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 3F"
H Cannon Spike,6,11,25+14 frame(s) after landing,D,-37,120(*80),150,→↓↘ + HK,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
*From active frame 3F"
VCannon Spike,3,12,25+16 frame(s) after landing,D,-37,160,200,→↓↘ + K,"Uses 1500F V-Gauge Timer
                                                                                                                                1F - 7F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
CA*Only possible during 1st attack
S*Can cancel into V Canon Strike on hit"
VCannon Spike (during the continuous hits),,10,25+16 frame(s) after landing,D,-37,150,120,→↓↘ + K,"Uses 1500F V-Gauge Timer
                                                                                                                                1F - 7F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)"
EX Cannon Spike,3,11,24+14 frame(s) after landing,D,-37,160,200,→↓↘ + K K,"1F - 10F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)"
Cannon Strike,13,10,9 frame(s) after landing,0,-6,60,100,(DURING FORWARD JUMP) ↓↙← + K,None
VCannon Strike,13,11,9 frame(s) after landing(*17),6,4,80,100,(DURING FORWARD JUMP) ↓↙← + K,"Uses 1500F V-Gauge Timer
                                                                                                                                                                                *On whiff"
EX Cannon Strike,13,11,13 frame(s) after landing(*17),D,-5,80,100,(DURING FORWARD JUMP) ↓↙← + K K,*On whiff
Hooligan Combination,,,,,,0,0,←↙↓↘→ + P,None
EX Hooligan Combination,,,,,,0,0,←↙↓↘→ + P P,1F - 13F  projectile & throw invincibility
Hooligan Cannon Strike,15,11,9 frame(s) after landing,,,60,100,←↙↓↘→ + P ▶ K,None
VHooligan Cannon Strike,13,11,9 frame(s) after landing(*17),,,80,100,←↙↓↘→ + P ▶ K,"Uses 1500F V-Gauge Timer
                                                                                                                                                                                *On whiff"
EX Hooligan Cannon Strike,13,11,9 frame(s) after landing(*17),D,-2,80,100,←↙↓↘→ + P P ▶ K,*On whiff
Lazer Edge Slicer,,9,13,D,-2,100,150,←↙↓↘→ + P ▶ (NO INPUT),None
EX Lazer Edge Slicer,,9,13,D,3,150,200,←↙↓↘→ + P P ▶ (NO INPUT),None
Fatal Leg Twister,4,2,10 frame(s) after landing,D,,150,250,←↙↓↘→ + P ▶ (CLOSE TO GROUND) LP LK,None
Cross Scissors Pressure,4,2,10 frame(s) after landing,D,,150,250,←↙↓↘→ + P ▶ (CLOSE TO OPPONENT IN AIR) LP LK,None
Cross Stinger Assault,1+2,9,39 frame(s) after landing,D,-30,330,0,↓↘→ ↓↘→ + K,"3F - 11F  projectile invincibility
1F - 2F  full invincibility"
