Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
[VS2] Fuha Enzan (Charge),,,50 total frames,,,,,(WHEN SELECTING VSKILL II) MP MK,"After completing charge, inputting command again will fire Fuha Enzan (Attack)"
[VS2] Fuha Enzan (Attack),18,74,46 total frames,D,-2,50,80,(WHEN SELECTING VSKILL II) (DURING V-SKILL II) MP MK,None
Feng Shui Enngine Type Alpha,1,,5,,,,,HP HK,"V-Gauge Timer + 2700F
                                                                                                                                                                                (1)Can use Fuharenkyaku without storing it first, and strengthened properties
(2)
Can perform grounded and mid-air chain combos
Grounded: Can cancel into a P or K of the same or higher strength, cannot cancel into a lower strength
Airborne: Can cancel into a P or K of greater strength (cannot cancel into the same strength)
(3)All normal moves can be canceled into Fuharenkyaku"
Kaisenrenkyaku,17,2,24,D,-2,60,0,(DURING GUARD) → + LK,"1F - 29F  attack & projectile invincibility
                                                Recover 200 stun upon activation
Transitions into a unique motion on hit"
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
Kuboshu,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
Fuharenkyaku (Charge Kick),10,3,18,D,-2,30,30,↓↘→ + K,"Can stock Fuharenkyaku on 10F of each strength
VS*Can only be canceled V-Skill II"
L Fuharenkyaku,14,90,37 total frames,2,-2,50,80,↓↘→ + LK,"VS*Can only be canceled into V-Skill I on hit 
S*Can cancel into a Fuharenkyaku of different strength"
M Fuharenkyaku,23,2,19,6,-4,70,80,↓↘→ + MK,"VS*Can only be canceled into V-Skill I on hit 
S*Can cancel into a Fuharenkyaku of different strength"
H Fuharenkyaku,10,4,21,D,-6,90,150,↓↘→ + HK,"VS*Can only be canceled into V-Skill I when the 2nd hit connects 
S*Can cancel into a Fuharenkyaku of different strength"
VL Fuharenkyaku,14,90,39 total frames,D,-1,60,100,↓↘→ + LK,"Uses 800F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled into V-Skill I on hit
S*Can cancel into a Fuharenkyaku of different strength
(Cannot use the same strength twice)"
VM Fuharenkyaku,23,2,19,6,-4,70,100,↓↘→ + MK,"Uses 600F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled into V-Skill I on hit
S*Can cancel into a Fuharenkyaku of different strength
(Cannot use the same strength twice)"
VH Fuharenkyaku,10,4,21,D,-6,90,170,↓↘→ + HK,"Uses 600F V-Gauge Timer
                                                                                                                                                                                VS*Can only be canceled into V-Skill I when the 2nd hit connects
S*Can cancel into a Fuharenkyaku of different strength
(Cannot use the same strength twice)"
EX Fuharenkyaku,7,8,15,D,-2,140,150,↓↘→ + K K,V*Only possible on the 2nd and last hit
L Tensenrin,7,5,22,2,-3 (*-8),80,150,→↓↘ + LP,"First hit only forces stand
                Second hit will not hit crouching opponents
                                                1F - 8F  throw invincibility
                                                *when opponent is crouching
CA*Only possible during 2nd attack"
M Tensenrin,6,7,22+16 frame(s) after landing,D,-29,120,150,→↓↘ + MP,"1F - 8F  invincible to mid-air attacks
                                3rd attack will not hit grounded opponents
Subject to counter hit during move duration"
H Tensenrin,7,8,22+16 frame(s) after landing,D,-32,120,150,→↓↘ + HP,"3F - 8F  attack & projectile invincibility
                                                Attacks from the 3rd onward will not hit grounded opponents"
EX Tensenrin,7,8,22+18 frame(s) after landing,D,-31,150,200,→↓↘ + P P,"1F - 12F  full invincibility
                                                Transitions into finishing kick attack if all 4 attacks connect
Attacks from the 3rd onward will not hit grounded opponents
Subject to counter hit during move duration (1.2x damage)"
L Ryodansatsu,19,3,24,D,-6,70,150,↓↙← + LK,None
M Ryodansatsu,20,3,24,D,-6,80,150,↓↙← + MK,None
H Ryodansatsu,25,3,24,D,-6,100,200,↓↙← + HK,None
EX Ryodansatsu,25,3,20,D,-2,80,150,↓↙← + K K,1F - 27F  projectile invincibility
Sakkai Fuhazan,1+8,,67 total frames(*77),D,-25,330,0,↓↙← ↓↙← + K,"1F - 8F  full invincibility
                                                *on block/whiff"
