Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
M Shoryuken,4,11,26+13 frame(s) after landing,D,-32,120(*60),150(*100),→↓↘ + MP,"1F - 6F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 3F"
H Shoryuken,5,10,29+15 frame(s) after landing,D,-36,130(*60),150,→↓↘ + HP,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
VL Shoryuken,3,12,19+11 frame(s) after landing,D,-24,120(*80),200(*150),→↓↘ + LP,"1F - 3F  throw invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
VM Shoryuken,4,11,26+13 frame(s) after landing,D,-32,130(*80),200(*150),→↓↘ + MP,"1F - 6F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*From active frame 3F"
VH Shoryuken,5,10,29+15 frame(s) after landing,D,-36,140(*80),200,→↓↘ + HP,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
EX Shoryuken,3,12,29+15 frame(s) after landing,D,-37,160(*80),200(*100),→↓↘ + P P,"1F - 15F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
*From active frame 2F"
VEX Shoryuken,3,12,29+15 frame(s) after landing,D,-37,180(*100),200,→↓↘ + P P,"1F - 15F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)
*From active frame 2F"
L Tatsumaki Senpukyaku,10,2,18+12 frame(s) after landing,D,-10,80,150,↓↙← + LK,None
M Tatsumaki Senpukyaku,12,4,16+14 frame(s) after landing,D,-12,90,150,↓↙← + MK,"6F - 45F  projectile invincibility
                                                Chip damage is 1/6ths the hit damage"
H Tatsumaki Senpukyaku,14,6,16+15 frame(s) after landing,D,-13,100,150,↓↙← + HK,"9F - 61F  projectile invincibility
                                                Chip damage is 1/6ths the hit damage"
EX Tatsumaki Senpukyaku,10,11,11+15 frame(s) after landing,D,-19,140,150,↓↙← + K K,"7F - 36F  projectile invincibility
                                                S*Only Shoryuken and EX Shoryuken can be canceled"
Airborne Tatsumaki Senpukyaku,9,6,14 frame(s) after landing,D,,100,200,(DURING JUMP) ↓↙← + K,None
EX Airborne Tatsumaki Senpukyaku,8,10,14 frame(s) after landing,D,,170,250,(DURING JUMP) ↓↙← + K K,Can cross-up
L Jodan Sokutou Geri,10,2,28,D,-15,90,150,←↙↓↘→ + LK,None
M Jodan Sokutou Geri,16,2,28,D,-15,100,150,←↙↓↘→ + MK,None
H Jodan Sokutou Geri,18,2,28,D,-15,110,150,←↙↓↘→ + HK,None
EX Jodan Sokutou Geri,17,2,33,D,-13,80,150,←↙↓↘→ + K K,S*Only Tatsumaki Senpukyaku and EX Tatsumaki Senpukyaku can be canceled
Shinku Hadoken,1+3,,65 total frames,D,-25,320,0,↓↘→ ↓↘→ + P,1F - 3F  full invincibility
VDenjin Hadoken,1+3,,65 total frames,D,GB,350,300,↓↘→ ↓↘→ + P,"1F - 3F  full invincibility
                                                Uses all of the V-Timer
During guard break+9F"
