Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
[VS1] H Airborne Kiko Kai,14,19,15 frame(s) after landing,,,100,130,(DURING V-SKILL I) (DURING VERTICAL OR FORWARD JUMP) ↓↘→ + HP,None
[VS1] EX Airborne Kiko Kai,17,19,14 frame(s) after landing(*8),(crumple),,120,150,(DURING V-SKILL I) (DURING VERTICAL OR FORWARD JUMP) ↓↘→ + P P,*on hit
[VS2] L Airborne Kiko Kai,14,19,9 frame(s) after landing,,,60,100,(WHEN SELECTING VSKILL II) (DURING Air Burst / Short Air Burst) ↓↘→ + LP,None
[VS2] M Airborne Kiko Kai,14,19,9 frame(s) after landing,,,70,100,(WHEN SELECTING VSKILL II) (DURING Air Burst / Short Air Burst) ↓↘→ + MP,None
[VS2] H Airborne Kiko Kai,14,19,9 frame(s) after landing,,,90,120,(WHEN SELECTING VSKILL II) (DURING Air Burst / Short Air Burst) ↓↘→ + HP,None
[VS2] EX Airborne Kiko Kai,22,19,9 frame(s) after landing,D,,120,160,(WHEN SELECTING VSKILL II) (DURING Air Burst / Short Air Burst) ↓↘→ + P P,Guaranteed to deal at least 30% of its damage
L Urarimon,10,4,20,2,-4,80,100,↓↙← + LP,None
M Urarimon,17,4,20,3,-4,100,100,↓↙← + MP,"If opponent is close on frame 11, attack will trigger after 4 more frames"
H Urarimon,22,4,20,D,-4,110,150,↓↙← + HP,"If opponent is close on frame 17, attack will trigger after 1 more frame"
EX Urarimon,17,6,15,D,-2,140,200,↓↙← + P P,"If opponent is close on frame 9, attack will trigger after 1 more frame
Second attack only triggers when the first one hits or is blocked"
L Hotenshu,6,13,17+16 frame(s) after landing(*11),D,-38,100,150,→↓↘ + LK,"1F - 7F  throw invincibility
                1F - 8F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*on hit"
M Hotenshu,8,13,24+16 frame(s) after landing(*11),D,-45,110,150,→↓↘ + MK,"1F - 10F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*on hit"
H Hotenshu,10,13,26+16 frame(s) after landing(*11),D,-47,120,150,→↓↘ + HK,"4F - 16F  projectile invincibility
                1F - 16F  invincible to mid-air attacks
                                Subject to counter hit during move duration
*on hit"
EX Hotenshu,6,13,28+21 frame(s) after landing,D,-54,140,150,→↓↘ + K K,"1F - 8F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)"
L Senshubu,17,3,21,1,-6,60,100,↓↙← + LK,"Akira's whole body, except for her feet, is invulnerable to projectiles from frames 12 to 34"
M Senshubu,20,4,25,D,-8,60,100,↓↙← + MK,None
H Senshubu,12,4,23(*25),D,-5,60,100,↓↙← + HK,"Will not hit crouching opponents
                                                                                                Akira's head is invulnerable to mid-air attacks from frames 1 to 15
*On whiff"
Senshubu Additional Input (L⇒L),10,3,22,0,-10,60,80,↓↙← + LK ▶ LK,None
Senshubu Additional Input (L⇒M),12,4,26,D,-12,60,80,↓↙← + LK ▶ MK,None
Senshubu Additional Input (L⇒H),9,4,20(*25),D,-2,60,80,↓↙← + LK ▶ HK,"Will not hit crouching opponents
                                                                                                *On whiff"
Senshubu Additional Input (M⇒L),12,3,22,0,-10,60,80,↓↙← + MK ▶ LK,None
Senshubu Additional Input (M⇒M),14,4,26,D,-12,60,80,↓↙← + MK ▶ MK,None
Senshubu Additional Input (M⇒H),7,4,20(*25),D,-2,60,80,↓↙← + MK ▶ HK,"Will not hit crouching opponents
                                                                                                *On whiff"
Senshubu Additional Input (H⇒L),10,3,22,0,-10,60,80,↓↙← + HK ▶ LK,None
Senshubu Additional Input (H⇒M),16,4,26,D,-12,60,80,↓↙← + HK ▶ MK,None
Senshubu Additional Input (H⇒H),16,4,18(*25),D,-2,60,80,↓↙← + HK ▶ HK,"Will not hit crouching opponents
                                                                                                *On whiff"
EX Senshubu,10(*113),10,20,D,-7(*2-20),100,150,↓↙← + K K,"First hit only forces stand
                                                                                                                Third hit will not hit crouching opponents
*1Value when canceled into from crouching LP
*2When the third attack whiffs"
Kyoso Kiko Kai,1+5,4,46,D,-28,330,0,↓↘→ ↓↘→ + P,1F - 8F  full invincibility
