Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
Heart Raid(Hold-Backwards Movement),,,32 total frames,,,-,-,↓↙← + P (HOLD BUTTONS) + ←,"Can perform Heart Raid and Hold Cancel during movement.
After movement, Poison will return to the Hold state."
Heart Raid(Hold Cancel),,,12 total frames,,,-,-,↓↙← + P (HOLD BUTTONS) + K,None
L Heart Raid,9,2,26,2,-6,80,150,↓↙← + LP,None
M Heart Raid,9,2,26,2,-6,90,150,↓↙← + MP,None
H Heart Raid,10,2,17,D,,120,200,↓↙← + HP,Will not hit grounded opponents
EX Heart Raid L,18,4,24,D,-2,100,100,↓↙← + LP MP,"V*Only possible during 1st attack
S*2nd hit can be canceled into Shocking Heel on hit only"
EX Heart Raid M,19,4,24,2,1,130,200,↓↙← + LP HP,V*Only possible during 1st attack
EX Heart Raid H,9,4,29,D,,140,200,↓↙← + MP HP,"Will not hit grounded opponents
                                                                                V*Only possible during 1st attack"
L Shocking Heel,8,6,27,D,-12,80,150,↓↘→ + LK,None
M Shocking Heel,15,6,27,D,-12,90,150,↓↘→ + MK,None
H Shocking Heel,25,6,27,D,-12,110,150,↓↘→ + HK,None
EX Shocking Heel,18,7,32,D,-17,80,150,↓↘→ + K K,"VS*Only on hit
S*Can be canceled into Heart Raid on hit only"
L Love Me Tender,21,3,1+18,2,-4,70,120,↓↙← + LK,None
M Love Me Tender,28,3,2+17,3,-4,80,120,↓↙← + MK,None
H Love Me Tender,30,3,1+18,D,-2,100,150,↓↙← + HK,None
EX Love Me Tender,24,3,18,D,-4,120,200,↓↙← + K K,3F - 26F  projectile invincibility
VFire Squall,19,,44 total frames,D,-2,40（*+51）,100,OR ← + HP HK,"Uses 1500F V-Gauge Timer
                                                                                                                                                                                Can be canceled into from each normal and special move
Area where the projectile hits causes fire damage
*Value within the parenthesis is the fire damage
*Effective value reduces if the fire damage is stacked
VS*Can only be canceled V-Skill II"
Love Hurricane,1+9,2,57,D,-37,340,0,↓↘→ ↓↘→ + P,1F - 15F  full invincibility
