Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
Dash Eagle Spike,13,8,5+19 frame(s) after landing,D,-21,140,200,(DURING DASH) + → K,None
EX Eagle Spike,19,6,5+19 frame(s) after landing,D,-23,100,150,↓↙← + K K,None
VEX Eagle Spike,19,6,5+19 frame(s) after landing,D,-3,160,200,↓↙← + K K,14F - 27F  projectile invincibility
VEX Airborne Eagle Spike,15,Until landing/11 frame(s) after landing,31+16 frame(s) after landing,D,,170,200,(during VEX Spinning Mixer) ↓↙← + K,"1F - Until landing, 1 frame(s) after landing - 29F  projectile invincibility"
L Airborne Eagle Spike,18,Until landing,20 frame(s) after landing,D,,120,200,(DURING FORWARD JUMP) ↓↙← + LK,"If the attack just before landing is blocked, +3F to the recovery"
M Airborne Eagle Spike,20,Until landing,20 frame(s) after landing,D,,120,200,(DURING FORWARD JUMP) ↓↙← + MK,"If the attack just before landing is blocked, +3F to the recovery"
H Airborne Eagle Spike,22,Until landing,20 frame(s) after landing,D,,120,200,(DURING FORWARD JUMP) ↓↙← + HK,"If the attack just before landing is blocked, +3F to the recovery"
EX Airborne Eagle Spike,15,Until landing/11 frame(s) after landing,31+16 frame(s) after landing,D,,140,200,(DURING FORWARD JUMP) ↓↙← + K K,"1F - Until landing, 1 frame(s) after landing - 29F  projectile invincibility"
L Whirlwind Shot,17,,52 total frames,-2,-5,60,100,↓↘→ + LK,VS*Can only be canceled V-Skill II
M Whirlwind Shot,23,,60 total frames,1,-2,60,140,↓↘→ + MK,VS*Can only be canceled V-Skill II
H Whirlwind Shot,34,,70 total frames,4,1,60,140,↓↘→ + HK,None
EX Whirlwind Shot,23,,58 total frames,12,9,90,180,↓↘→ + K K,None
Altair,1+7,30,43,D,-51,340,0,↓↘→ ↓↘→ + P,1F - 17F  full invincibility
