Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
Yashi Kudaki,5,3,17,D,,130,150,(NEAR OPPONENT) → OR + LP LK,None
Tomoe Nage,5,3,17,D,,140,150,(NEAR OPPONENT) ← + LP LK,None
Kuchu Jigoku Guruma,5,2,,D,,150,200,(CLOSE TO OPPONENT IN AIR) LP LK,None
[VS1] Onibi (Neutral),60,129,65 total frames,45,42,100,100,(WHEN SELECTING VSKILL I) + MP MK,None
[VS1] Onibi (Down Input),60,167,65 total frames,45,42,100,100,(WHEN SELECTING VSKILL I) ↓ + MP MK,None
[VS1] Onibi (Back Input),60,144,65 total frames,45,42,100,100,(WHEN SELECTING VSKILL I) ← + MP MK,None
[VS2] Minomushi,,,36 total frames,,,,,(WHEN SELECTING VSKILL II) MP MK,Can follow up with Kaki Otoshi or Eda Uchi from frame 18
[VS2] Kaki Otoshi,12,2,21,4,-7,60,100,(WHEN SELECTING VSKILL II) MP MK ▶ P,S*Can be canceled with Kishinriki on hit or block
[VS2] Eda Uchi,7,3,21,2,-4,60,100,(WHEN SELECTING VSKILL II) MP MK ▶ K,S*Second attack can be cancelled with Kishinriki on hit or guard.
Kishinriki,,,1+7,,,,,HP HK,None
Ashi Barai,17,2,24,D,-2,,,(DURING GUARD) → + LK,"1F - 30F  attack & projectile invincibility
                                                Recover 200 stun upon activation"
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
Okabuto Wari,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
L Nichirin Sho,16,,46 total frames,0,-3,60,100,→ + LP,None
M Nichirin Sho,16,,46 total frames,0,-3,60,100,→ + MP,None
H Nichirin Sho,16,,46 total frames,4,-3,60,100,→ + HP,None
EX Nichirin Sho,16,150,46 total frames,6,4,70,100,→ + P P,Homes in on opponent after travelling a fixed distance
L Oni Yanma,4,12,19+11 frame(s) after landing,D,-24,100,150,↑ + LP,"1F - 5F  throw invincibility
                1F - 5F  invincible to mid-air attacks
                                Subject to counter hit during move duration
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
M Oni Yanma,5,11,26+13 frame(s) after landing,D,-32,120,150,↑ + MP,"1F - 6F  invincible to mid-air attacks
                                Subject to counter hit during move duration
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
H Oni Yanma,6,10,28+15 frame(s) after landing,D,-33,130,150,↑ + HP,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
EX Oni Yanma,4,15,37+17 frame(s) after landing,D,-36,160,200,↑ + P P,"1F - 16F  full invincibility
                                                Subject to counter hit during move duration
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
L Nioh Riki,7,2,60,D,-42,110,200,→↘↓↙← + LP,Second attack only triggers when the first one hits or is blocked
M Nioh Riki,7,2,60,D,-42,120,200,→↘↓↙← + MP,Second attack only triggers when the first one hits or is blocked
H Nioh Riki,7,2,60,D,-42,140,200,→↘↓↙← + HP,Second attack only triggers when the first one hits or is blocked
EX Nioh Riki,5,2,60,D,-42,180,200,→↘↓↙← + P P,Second attack only triggers when the first one hits or is blocked
Jinchu Watari,26～,4,53 total frames,D,,120,150,↓↘→ + K,"If opponent is close on or after frame 24, attack will trigger after 2 more frames
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
EX Jinchu Watari,24,10,41 total frames,D,,140,200,↓↘→ + K K,"Second attack only triggers when the first one hits or is blocked
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
Jinchu Nobori,5,4,9 frame(s) after landing,D,,80,120,(DURING FORWARD JUMP) ↓↘→ + K,S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit.
EX Jinchu Nobori,4,4,9 frame(s) after landing,D,,140,200,(DURING FORWARD JUMP) ↓↘→ + K K,"Can follow up with up to four attacks on block and up to five attacks on hit
S*Can only be canceled into Kishin Kuchu Jigoku Guruma on hit."
L Tsuranekeashi,12,3,27,2,-8,60,100,↓↙← + LK,S*Can be canceled with Kishinriki on hit or block
M Tsuranekeashi,15,4,28,2,-10,80,120,↓↙← + MK,S*Can be canceled with Kishinriki on hit or block
H Tsuranekeashi,18,4,28,D,-10,100,150,↓↙← + HK,S*Can be canceled with Kishinriki on hit or block (Only on the first attack)
EX Tsuranekeashi,15,4,35,D,-19,80,100,↓↙← + K K,"Third attack triggers only on hit
VS*Can only be canceled V-Skill II
VS*Only possible during 3rd attack"
Kishinriki,5,3,60,D,,200,240,(DURING V-TRIGGER I) (NEAR OPPONENT) HP HK,Can be canceled from V-Trigger cancellable moves
Kishin Kuchu Jigoku Guruma,5,2,10 frame(s) after landing,D,,200(*160),250(*200),(DURING V-TRIGGER I) (CLOSE TO OPPONENT IN AIR) HP HK,*During cancel
Daishinsenriki,7,2,69,D,-47,340,0,↓↘→ ↓↘→ + P,1F - 8F  full invincibility
