Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
H Cruel Distaster,27,3,28(*21),D,2,100,150,↓↙← + HK,"4F - 26F  projectile invincibility
                                                *On Block
VS*Can be cancelled with [VS1] Install Art on hit or guard."
EX Cruel Distaster,15,3,33,D,-12,100,150,↓↙← + K K,"4F - 12F  projectile invincibility
                                                On guard or miss, the move ends at the first attack.
Can be cancelled with jump on hit.
VS*Can be cancelled with [VS1] or [VS2] Tanden Booster Install Art on hit or guard."
L Annihilate Sword,14,6,13 frame(s) after landing,,,70,150,(DURING VERTICAL OR FORWARD JUMP) ↓↙← + LK,None
M Annihilate Sword,23,6,13 frame(s) after landing,,,80,150,(DURING VERTICAL OR FORWARD JUMP) ↓↙← + MK,None
H Annihilate Sword,27,6,20 frame(s) after landing,D,,90,150,(DURING VERTICAL OR FORWARD JUMP) ↓↙← + HK,None
EX Annihilate Sword,10,12,13 frame(s) after landing,D,,130,200,(DURING VERTICAL OR FORWARD JUMP) ↓↙← + K K,None
VTitanomachy,14,5,31,D,2,120,100,(DURING V-TRIGGER I) ↓↘→ + P ▶ HP HK,"Uses 700F V-Gauge Timer
                                                                                                                                                                                Can be cancelled when Hecatoncheires Install Art hits or is guarded."
VMad Spin,7,Until landing+2,21 frame(s) after landing,2,-2,*n×10,*n×10+20,(DURING V-TRIGGER I) →↓↘ + P ▶ HP HK,"Uses 700F V-Gauge Timer
                                                                                                                                                                                Can be cancelled when Mad Cradle hits, or certain Install Arts hit, or when guarded.
*(Hits until landing)"
VMad Spin (Special Edition),11,2,75,D,-2,80,100,(DURING V-TRIGGER I) (from ALEX's Install Art) HP HK,"Uses 700F V-Gauge Timer
                                                                                                                                                                                Recovery shortened by 52 frames on block"
VCyclone Disaster,11,11,21,D,-4,70,100,(DURING V-TRIGGER I) ↓↙← + K ▶ HP HK,"Uses 700F V-Gauge Timer
                                                                                                                                                                                Can be cancelled when Cruel Disaster Install Art hits or is guarded.
EX Cruel Disaster can only be cancelled on hit."
VHell's Gate,5,8,17,D,-4,90,120,(DURING V-TRIGGER I) (DURING FORWARD JUMP) ↓↙← + K ▶ HP HK,"Uses 700F V-Gauge Timer
                                                                                                                                                                                Can be cancelled when Annihilate Sword Install Art hits or is guarded."
Tanden Destruction,6,5,47,D,-30,330,0,↓↘→ ↓↘→ + P,1F - 10F  full invincibility
VTanden Extreme,6,5,47,D,-30,350,0,(DURING V-TRIGGER I) ↓↘→ ↓↘→ + P,1F - 10F  full invincibility
