Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
EX Sumo Headbutt,7,25,9+23 frame(s) after landing,D,-26,160(*130),200(*180),→ + P P,"Has armor from 3F until the attack active frames end
*Consecutive hits value"
L Hundred Hand Slap,7,8,14,3,2,100,160,LP (REPEAT BUTTON),"V*CA*Only possible during 2nd attack
S*Can be canceled into Oni-Daikaku"
M Hundred Hand Slap,17,10,14,3,1,110,170,MP (REPEAT BUTTON),"V*CA*Only possible during 3rd attack
S*Can be canceled into Oni-Daikaku"
H Hundred Hand Slap,19,14,15,2,-2,120,180,HP (REPEAT BUTTON),"V*CA*Only possible during 3rd attack
S*Can be canceled into Oni-Daikaku"
L Hundred Hand Slap (VS2 Ver.),7,8,14,4,2,110,170,(DURING V-SKILL II) LP (REPEAT BUTTON),"V*CA*Only possible during 2nd attack
S*Can be canceled into Oni-Daikaku"
M Hundred Hand Slap (VS2 Ver.),17,10,14,4,1,120,180,(DURING V-SKILL II) MP (REPEAT BUTTON),"V*CA*Only possible during 3rd attack
S*Can be canceled into Oni-Daikaku"
H Hundred Hand Slap (VS2 Ver.),19,14,15,4,-2,130,190,(DURING V-SKILL II) HP (REPEAT BUTTON),"V*CA*Only possible during 3rd attack
S*Can be canceled into Oni-Daikaku"
EX Hundred Hand Slap,16,14,15,4,-2,100,150,P P (REPEAT BUTTON),"V*Only possible for the final part
S*Can be canceled into Oni-Daikaku"
EX Hundred Hand Slap (VS2 Ver.),16,14,15,6,-2,110,160,(DURING V-SKILL II) P P (REPEAT BUTTON),"V*Only possible for the final part
S*Can be canceled into Oni-Daikaku"
L Sumo Smash,11,9,24 frame(s) after landing,D,-2,120(*100),180(*160),↑ + LK,"*Only if the descending part hits
Recovery value is against a standing block Ryu"
M Sumo Smash,13,10,24 frame(s) after landing,D,-2,120(*100),180(*160),↑ + MK,"*Only if the descending part hits
Recovery value is against a standing block Ryu"
H Sumo Smash,16,16,24 frame(s) after landing,D,-2,120(*100),180(*160),↑ + HK,"*Only if the descending part hits
Recovery value is against a standing block Ryu"
Sumo Smash(Cross-up),,,,D,-4,80,120,,Recovery value is against a standing block Ryu
EX Sumo Smash,8,18,19 frame(s) after landing,D,5,160(*140),200(*180),↑ + K K,"1F - 20F  throw invincibility
                                                *Only if the descending part hits
Ascent travel distance can be controlled
Recovery value is against a standing block Ryu"
EX Sumo Smash(Cross-up),,,,D,-2,100,150,,None
L Oicho Throw,7,2,60,D,,140,180,→↘↓↙← + LP,None
M Oicho Throw,7,2,60,D,,160,180,→↘↓↙← + MP,None
H Oicho Throw,7,2,60,D,,180,180,→↘↓↙← + HP,None
EX Oicho Throw,5,3,59,D,,200,200,→↘↓↙← + P P,None
VOni-Daikaku,10,24,10+10 frame(s) after landing,D,-2,120(*100),200,(DURING V-TRIGGER I) HP HK,"Uses 1000F V-Gauge Timer
                                                                                                                                                                                Can be canceled into from normal and unique attacks, and from Hundred Hand Slap
S*Can cancel into Oni-Muso only on hit
CA*Only for the base hit
Can be held up to 50F (Honda will perform the max-hold version after 50F)
Has armor from 4F until 2F before the attack active frames
*Consecutive hits value"
VOni-Daikaku (Cancelable version of Sumo Headbutt),10,24,10+10 frame(s) after landing,D,-2,100(*80),200,(DURING V-TRIGGER I) HP HK,"Uses 1000F V-Gauge Timer
                                                                                                                                                                                Cancelable by Sumo Headbutt only on hit
S*Can cancel into Oni-Muso only on hit
CA*Only for the base hit
Can be held up to 50F (Honda will perform the max-hold version after 50F)
Has armor from 4F until 2F before the attack active frames
*Consecutive hits value"
VOni-Daikaku(Max Hold),60,24,10+10 frame(s) after landing,D,GB,180(*160),200,(DURING V-TRIGGER I) HP HK (max hold button),"Uses 1000F V-Gauge Timer
                                                                                                                                                                                Can be canceled into from normal and unique attacks, and from Hundred Hand Slap
S*Can cancel into Oni-Muso only on hit
CA*Only for the base hit
During guard break+27F
Has armor from 4F until the end of the attack active frames of the base hit
Projectile invincibility from the end of the attack active frames of the base hit up to the 1F after the end of the attack active frames
*Consecutive hits value"
VOni-Muso,3,24,10+10 frame(s) after landing,D,,120,200,(DURING V-TRIGGER I) HP HK ▶ HP HK,"Uses 1200F V-Gauge Timer
                                                                                                                                                                                Can only be performed if Oni-Daikaku hits
CA*Only for the base hit"
VOni-Muso (Sumo Headbutt canceled into Oni-Daikaku version),3,24,10+10 frame(s) after landing,D,,100,200,(DURING V-TRIGGER I) HP HK ▶ HP HK,"Uses 1200F V-Gauge Timer
                                                                                                                                                                                Can be transitioned into only from successful hit with Oni-Daikaku (Sumo Headbutt Cancelable Version)
CA*Only for the base hit"
Kamigashima,9,29,9+28 frame(s) after landing,D,-26,340,0,↓↘→ ↓↘→ + P,"14F - 36F  projectile invincibility
1F - 13F  full invincibility"
