Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
V[VS2] Ryusenkyaku (Hold Button),43,7,17,4,3,100,150,(WHEN SELECTING VSKILL II) MP MK (HOLD BUTTONS),Can only be canceled by attacks that can cancel into Special Moves.
Heat Rush,1,,21,,,,,HP HK,"V-Gauge Timer + 1200F
                                                                                                                                                                                Special move performance enhanced while active"
Senpu Nataotoshi,12,2,24,2,-2,40,0,(DURING GUARD) → + LK,"1F - 25F  attack & projectile invincibility
                                                Recover 200 stun upon activation"
V-Shift,1,9,22,,,,,HP MK,"1F - 16F  throw invincibility
                                                Allows you to evade strikes and projectiles from frames 1-9 (Increases the V-Gauge by 150 when the evasion triggers)
Counterable during recovery
17 frame move that's fully invincible until the end of recovery when evading attacks.
Transitions to V-Shift Break when evading attacks."
,8,3,23,D,-2,60,0,HP MK ▶ (AFTER EVADING WITH V-SHIFT) HP MK,1F - 10F  full invincibility
Hadoken,14,,47 total frames,0,-6,60,100,↓↘→ + P,None
VHadoken,13,,46 total frames,D,-5,60,100,↓↘→ + P,None
EX Hadoken,12,,45 total frames,3,1,90,150,↓↘→ + P P,None
VEX Hadoken,12,,44 total frames,D,3,110,150,↓↘→ + P P,None
L Shoryuken,3,11,21+9 frame(s) after landing,D,-25,110(*70),150(*100),→↓↘ + LP,"1F - 5F  throw invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
M Shoryuken,4,12,24+11 frame(s) after landing,D,-26,130,150,→↓↘ + MP,"1F - 7F  invincible to mid-air attacks
                                Subject to counter hit during move duration
CA*V*Only possible during 1st attack"
H Shoryuken,4,13,30+13 frame(s) after landing,D,-34,140,150,→↓↘ + HP,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
CA*V*Only possible during 1st, 2nd attack
S*Last 7 frames of landing recovery cancelable by Special Moves after a successful hit"
VL Shoryuken,3,12,20+7 frame(s) after landing,D,-21,130(*80),150(*100),→↓↘ + LP,"1F - 5F  throw invincibility
                                                Subject to counter hit during move duration
*From active frame 2F"
VM Shoryuken,4,13,23+11 frame(s) after landing,D,-24,150,150,→↓↘ + MP,"1F - 7F  invincible to mid-air attacks
                                Subject to counter hit during move duration
CA*Only possible during 1st attack"
VH Shoryuken,4,14,31+13 frame(s) after landing,D,-34,160,150,→↓↘ + HP,"3F - 6F  attack & projectile invincibility
                                                Subject to counter hit during move duration
CA*Only possible during 1st, 2nd attack"
EX Shoryuken,4,15,47+13 frame(s) after landing,D,-45,160,200,→↓↘ + P P,"1F - 5F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)"
VEX Shoryuken,4,19,43+13 frame(s) after landing,D,-40,180,200,→↓↘ + P P,"1F - 6F  full invincibility
                                                Subject to counter hit during move duration (1.2x damage)"
L Tatsumaki Senpukyaku,3,6,14+11 frame(s) after landing,D,-8,50,100,↓↙← + LK,"Can cross-up
                                                                                                                                                CA*V*Only possible during 1st attack
If the first hit does not connect, damage for the 2nd hits increases to 50"
M Tatsumaki Senpukyaku,6,10,14+10 frame(s) after landing,D,-9,80,150,↓↙← + MK,"Can cross-up
                                                                                                                                                CA*V*Only possible during 1st attack
If the first hit does not connect, the damage for the 2nd and 3rd hits changes 40 + 40, and the stun for the 2nd and 3rd hits changes 75 + 75"
H Tatsumaki Senpukyaku,14,10,5+16 frame(s) after landing,D/3,-4,140,200,↓↙← + HK,None
VL Tatsumaki Senpukyaku,3,6,14+9 frame(s) after landing,D,-8,90,150,↓↙← + LK,"Can cross-up
                                                                                                                                                CA*Only possible during 1st attack"
VM Tatsumaki Senpukyaku,6,13,13+18 frame(s) after landing,D,-9,100,150,↓↙← + MK,"Can cross-up
                                                                                                                                                CA*Only possible during 1st attack
If the first hit does not connect, the damage for the 2nd and 3rd hits changes 50 + 50, and the stun for the 2nd and 3rd hits changes 75 + 75"
VH Tatsumaki Senpukyaku,13,11,5+16 frame(s) after landing,D,-2,160,200,↓↙← + HK,None
EX Tatsumaki Senpukyaku,8,13,32+13 frame(s) after landing,D,-58,160,200,↓↙← + K K,None
VEX Tatsumaki Senpukyaku,6,13,32+13 frame(s) after landing,D,-58,180,200,↓↙← + K K,None
L Airborne Tatsumaki Senpukyaku,9,6,10 frame(s) after landing,,,80,100,(DURING FORWARD JUMP) ↓↙← + LK,Can cross-up
M Airborne Tatsumaki Senpukyaku,9,6,10 frame(s) after landing,,,80,100,(DURING FORWARD JUMP) ↓↙← + MK,Can cross-up
H Airborne Tatsumaki Senpukyaku,9,6,10 frame(s) after landing,,,80,100,(DURING FORWARD JUMP) ↓↙← + HK,Can cross-up
VL Airborne Tatsumaki Senpukyaku,9,6,9 frame(s) after landing,,,100,150,(DURING FORWARD JUMP) ↓↙← + LK,Can cross-up
VM Airborne Tatsumaki Senpukyaku,9,6,9 frame(s) after landing,,,100,150,(DURING FORWARD JUMP) ↓↙← + MK,Can cross-up
VH Airborne Tatsumaki Senpukyaku,9,6,9 frame(s) after landing,,,100,150,(DURING FORWARD JUMP) ↓↙← + HK,Can cross-up
EX Airborne Tatsumaki Senpukyaku,8,6,13 frame(s) after landing,D,,70,100,(DURING FORWARD JUMP) ↓↙← + K K,None
VEX Airborne Tatsumaki Senpukyaku,8,6,16 frame(s) after landing,,,80,200,(DURING FORWARD JUMP) ↓↙← + K K,None
Guren Enjinkyaku,1+4,2,44,D,-26,340,0,↓↘→ ↓↘→ + K,1F - 6F  full invincibility
