Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
VThunder Clap (Lv3),40,100,53 total frames,31,18,120,120,(DURING V-TRIGGER I) ↓↙← + P (max hold button),None
EX Thunder Clap,17,170(*40),41 total frames,D,3,90,90,↓↙← + P P,"Button strength changes projectile speed
*Value in case of weakest button strength"
VEX Thunder Clap,17,190(*80),41 total frames,D,7,120,120,↓↙← + P P,"Button strength changes projectile speed
*Value in case of weakest button strength"
L Bolt Charge,12,3,18,2,-2,60,100,↓↘→ + LP,None
M Bolt Charge,15,3,20,2,-7,60,50,↓↘→ + MP,None
H Bolt Charge,7,8,17+13 frame(s) after landing,D,,150,200,↓↘→ + HP,Will not hit grounded opponents
VL Bolt Charge,12,3,18,2,-2,70,150,↓↘→ + LP,None
VM Bolt Charge,15,3,20,2,-7,70,100,↓↘→ + MP,None
VH Bolt Charge,7,8,17+13 frame(s) after landing,D,,180,250,↓↘→ + HP,Will not hit grounded opponents
EX Bolt Charge,12,3,22,0,-17,80,50,↓↘→ + P P,Armor from 3F to 16F
VEX Bolt Charge,12,3,22,0,-17,90,100,↓↘→ + P P,Armor from 3F to 16F
Split River,,,,D,,70,150,↓↘→ + MP OR P P ▶ P,Recovery shortened by one frame when using Ex Bolt Charge
Rodeo Break,,,,D,,70,150,↓↘→ + MP OR P P ▶ K,Recovery shortened by one frame when using Ex Bolt Charge
VSplit River,,,,D,,90,150,↓↘→ + MP OR P P ▶ P,Recovery shortened by one frame when using Ex Bolt Charge
VRodeo Break,,,,D,,90,150,↓↘→ + MP OR P P ▶ K,Recovery shortened by one frame when using Ex Bolt Charge
L Sunset Wheel,9,2,60,D,,160,200,(NEAR OPPONENT) →↘↓↙← + LK,None
M Sunset Wheel,5,2,60,D,,170,200,(NEAR OPPONENT) →↘↓↙← + MK,None
H Sunset Wheel,5,2,60,D,,190,200,(NEAR OPPONENT) →↘↓↙← + HK,None
VL Sunset Wheel,9,2,60,D,,180,230,(NEAR OPPONENT) →↘↓↙← + LK,None
VM Sunset Wheel,5,2,60,D,,190,230,(NEAR OPPONENT) →↘↓↙← + MK,None
VH Sunset Wheel,5,2,60,D,,210,230,(NEAR OPPONENT) →↘↓↙← + HK,None
EX Sunset Wheel,18,2,60,D,,180,250,(NEAR OPPONENT) →↘↓↙← + K K,1F - 20F  projectile invincibility
VEX Sunset Wheel,18,2,60,D,,210,280,(NEAR OPPONENT) →↘↓↙← + K K,1F - 20F  projectile invincibility
Inazuma Spin Hold,1+3,2,52,D,,350,0,↓↘→ ↓↘→ + K,1F - 5F  full invincibility
VInazuma Spin Hold,1+3,2,52,D,,370,0,↓↘→ ↓↘→ + K,1F - 5F  full invincibility
