Move_Name,Startup,Active,Recovery,On Hit,On Block,Damage,Stun,Command,Comments
EX Moonsault Slash,39,9,10,7,3,120,150,↓↘→ + K K,None
L Tragedy Assault,17,2,23,D,-5,100,150,→↓↘ + LP,50 reduction of the opponent's V-Gauge on hit
M Tragedy Assault,22,2,26,D,-6,120,150,→↓↘ + MP,100 reduction of the opponent's V-Gauge on hit
H Tragedy Assault,34,2,28,D,-8,160,200,→↓↘ + HP,150 reduction of the opponent's V-Gauge on hit
EX Tragedy Assault,8,5,48,D,-23,120,150,→↓↘ + P P,"Nash gains 30 vitality on hit
V*Only on hit"
L Sonic Scythe,10,3,24,D,-7,100,100,↓↙← + LK,None
M Sonic Scythe,15,3,22,D,-10,110,100,↓↙← + MK,None
H Sonic Scythe,13,5,21,D,-15,120,150,↓↙← + HK,"13F - 20F  invincible to mid-air attacks
                                V*Only possible during 1st attack"
L Sonic Scythe (VS2 Ver.),10,8,19,D,2,100,100,(DURING V-SKILL II) ↓↙← + LK,None
M Sonic Scythe (VS2 Ver.),15,6,22,D,-5,120,120,(DURING V-SKILL II) ↓↙← + MK,None
H Sonic Scythe (VS2 Ver.),13,5,21,D,-15,120,150,(DURING V-SKILL II) ↓↙← + HK,"13F - 20F  invincible to mid-air attacks
                                V*Only possible during 1st attack"
EX Sonic Scythe,6,13,34,D,-19,160,200,↓↙← + K K,"1F - 6F  throw invincibility
                6F - 14F  invincible to mid-air attacks
                                V*Only possible during 1st, 3rd, 4th attack"
EX Sonic Scythe (VS2 Ver.),6,16,34,D,-19,180,200,(DURING V-SKILL II) ↓↙← + K K,"1F - 6F  throw invincibility
                6F - 14F  invincible to mid-air attacks
                                V*Only possible during 1st, 4th, 5th attack"
Judgement Saber,1+9,3,40,D,-31,330,0,↓↙← ↓↙← + P,"11F - 12F  projectile invincibility
1F - 10F  full invincibility"
